"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",13.3385093836088,61.6786107966975,625509,147,3.66670663411717,1.58748201937537,0.320783803324525,65.31568780736,4.44052888403786,NA
