"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",30.207676911157,74.9224506992113,1429358,138,4.41424191839972,1.87233715386605,0.380557807457536,75.8804961207835,4.72383698796312,NA
