"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",25.2700621269513,79.3815346132494,903245,388,6.19138882584461,2.12758613696632,0.357852921942383,80.2337836692672,7.63750638442767,NA
