"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",9.96732237144169,37.7984546897324,373933,67,2.80883741204975,1.09895091218024,0.304341150578937,50.4897561116049,3.4325034496932,NA
