"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",25.4263228879706,76.9406211680632,899555,241,6.06288553784925,2.2367561349639,0.409374998129801,77.6345385424067,6.91227093965456,NA
