"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",10.7953146522039,58.9657760716596,431455,111,4.11308479447452,1.79657025098075,0.384471658309229,61.0245480985433,5.21800561414674,NA
