"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",4.35572342745638,59.6021101765123,235833,19,3.0689174118974,1.4188915795003,0.490902796716044,66.2028351996943,4.2632779147774,NA
