"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",16.7179070534894,76.8945766555775,682552,184,5.25060947737317,2.1720237243797,0.432908626790598,79.0241777764427,8.46666727968221,NA
