"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",21.5162025080349,83.669154952518,833623,182,6.02045289057522,2.33504673348875,0.454142265013745,85.4845805687642,9.49172107280828,NA
