"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",13.7437119777319,63.1641379533539,618992,95,3.90982597513377,1.78345914262889,0.397327605919506,67.0900922791357,4.64018621577274,NA
