"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",20.6212587522957,75.9925808118699,1083847,137,4.03075341814851,1.80189613792068,0.366786631634253,80.6231895377132,6.6870981006038,NA
