"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",14.1308539944904,71.8910682084024,708475,127,3.99748332686405,1.796997754197,0.373426623232086,78.8749512623063,5.38134774250533,NA
