"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",12.4122474747475,58.9687822223044,557763,69,3.65839612882173,1.66158076785554,0.393785456492299,60.8179379112317,4.07880634389033,NA
