"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",21.6362309171258,80.2609322038816,866649,394,5.58612194787051,2.08004361740023,0.349092876819185,80.9640184123074,6.48004681286398,NA
