"","profile","maxrec","maxlag"
"-150",0.304678362573099,0.358710169814921,112
"-149",0.298577275384915,0.358710169814921,112
"-148",0.296570537802027,0.358710169814921,112
"-147",0.297097214104812,0.358710169814921,112
"-146",0.303467082197117,0.358710169814921,112
"-145",0.304576436222006,0.358710169814921,112
"-144",0.305880062305296,0.358710169814921,112
"-143",0.303679190188826,0.358710169814921,112
"-142",0.303814713896458,0.358710169814921,112
"-141",0.306090679120451,0.358710169814921,112
"-140",0.303891050583658,0.358710169814921,112
"-139",0.300136160280101,0.358710169814921,112
"-138",0.304356281602489,0.358710169814921,112
"-137",0.305074859031694,0.358710169814921,112
"-136",0.303265940902022,0.358710169814921,112
"-135",0.299708454810496,0.358710169814921,112
"-134",0.303925378935095,0.358710169814921,112
"-133",0.298231979794055,0.358710169814921,112
"-132",0.302447552447552,0.358710169814921,112
"-131",0.306273062730627,0.358710169814921,112
"-130",0.311844660194175,0.358710169814921,112
"-129",0.30984274898078,0.358710169814921,112
"-128",0.31444099378882,0.358710169814921,112
"-127",0.31437997283136,0.358710169814921,112
"-126",0.312572759022119,0.358710169814921,112
"-125",0.30921435499515,0.358710169814921,112
"-124",0.308572536850272,0.358710169814921,112
"-123",0.305991855730076,0.358710169814921,112
"-122",0.306320279177976,0.358710169814921,112
"-121",0.308005427408412,0.358710169814921,112
"-120",0.309302325581395,0.358710169814921,112
"-119",0.309823677581864,0.358710169814921,112
"-118",0.308601317318869,0.358710169814921,112
"-117",0.306023629672671,0.358710169814921,112
"-116",0.309643687064291,0.358710169814921,112
"-115",0.312875121006776,0.358710169814921,112
"-114",0.308168795973674,0.358710169814921,112
"-113",0.307335010644475,0.358710169814921,112
"-112",0.309597523219814,0.358710169814921,112
"-111",0.311665699361579,0.358710169814921,112
"-110",0.310444874274661,0.358710169814921,112
"-109",0.309611293753626,0.358710169814921,112
"-108",0.317478731631864,0.358710169814921,112
"-107",0.316064179393002,0.358710169814921,112
"-106",0.319095477386935,0.358710169814921,112
"-105",0.318647342995169,0.358710169814921,112
"-104",0.316074188562597,0.358710169814921,112
"-103",0.316206297083253,0.358710169814921,112
"-102",0.32174584781769,0.358710169814921,112
"-101",0.325545472098861,0.358710169814921,112
"-100",0.322779922779923,0.358710169814921,112
"-99",0.318471337579618,0.358710169814921,112
"-98",0.326128907757623,0.358710169814921,112
"-97",0.32760949257187,0.358710169814921,112
"-96",0.326003086419753,0.358710169814921,112
"-95",0.321890067502411,0.358710169814921,112
"-94",0.325684535287312,0.358710169814921,112
"-93",0.326392905340274,0.358710169814921,112
"-92",0.325751734772552,0.358710169814921,112
"-91",0.328965118519946,0.358710169814921,112
"-90",0.32504816955684,0.358710169814921,112
"-89",0.321325370834136,0.358710169814921,112
"-88",0.328197226502311,0.358710169814921,112
"-87",0.324475255151165,0.358710169814921,112
"-86",0.324412783981517,0.358710169814921,112
"-85",0.324157844080847,0.358710169814921,112
"-84",0.324287913779831,0.358710169814921,112
"-83",0.324033096016933,0.358710169814921,112
"-82",0.331088880338592,0.358710169814921,112
"-81",0.331794575879977,0.358710169814921,112
"-80",0.330576923076923,0.358710169814921,112
"-79",0.33301288213805,0.358710169814921,112
"-78",0.338139177239523,0.358710169814921,112
"-77",0.340188352873342,0.358710169814921,112
"-76",0.337432744043044,0.358710169814921,112
"-75",0.338712776176753,0.358710169814921,112
"-74",0.333461390703035,0.358710169814921,112
"-73",0.328980218936048,0.358710169814921,112
"-72",0.337557603686636,0.358710169814921,112
"-71",0.341140334037243,0.358710169814921,112
"-70",0.341458733205374,0.358710169814921,112
"-69",0.340241796200345,0.358710169814921,112
"-68",0.340368380660015,0.358710169814921,112
"-67",0.339535775944753,0.358710169814921,112
"-66",0.338319907940161,0.358710169814921,112
"-65",0.337871524448706,0.358710169814921,112
"-64",0.338765337423313,0.358710169814921,112
"-63",0.333716695418823,0.358710169814921,112
"-62",0.335569183595247,0.358710169814921,112
"-61",0.340678290860318,0.358710169814921,112
"-60",0.341379310344828,0.358710169814921,112
"-59",0.346102279256847,0.358710169814921,112
"-58",0.344121026426656,0.358710169814921,112
"-57",0.34041738464484,0.358710169814921,112
"-56",0.33843797856049,0.358710169814921,112
"-55",0.341626794258373,0.358710169814921,112
"-54",0.334098737083812,0.358710169814921,112
"-53",0.334800076525732,0.358710169814921,112
"-52",0.338179035960214,0.358710169814921,112
"-51",0.344042838018742,0.358710169814921,112
"-50",0.343977055449331,0.358710169814921,112
"-49",0.340470273370293,0.358710169814921,112
"-48",0.342316513761468,0.358710169814921,112
"-47",0.345690808331741,0.358710169814921,112
"-46",0.34677111196026,0.358710169814921,112
"-45",0.345940783190067,0.358710169814921,112
"-44",0.350649350649351,0.358710169814921,112
"-43",0.344472025969066,0.358710169814921,112
"-42",0.351470026727759,0.358710169814921,112
"-41",0.352929948463447,0.358710169814921,112
"-40",0.356679389312977,0.358710169814921,112
"-39",0.358710169814921,0.358710169814921,112
"-38",0.350057230064861,0.358710169814921,112
"-37",0.351516307457562,0.358710169814921,112
"-36",0.349351639969489,0.358710169814921,112
"-35",0.349094375595806,0.358710169814921,112
"-34",0.350934044986656,0.358710169814921,112
"-33",0.348389555936726,0.358710169814921,112
"-32",0.346989329268293,0.358710169814921,112
"-31",0.344637073728329,0.358710169814921,112
"-30",0.346285714285714,0.358710169814921,112
"-29",0.344886688249857,0.358710169814921,112
"-28",0.344249809596344,0.358710169814921,112
"-27",0.340186560060918,0.358710169814921,112
"-26",0.336315188427865,0.358710169814921,112
"-25",0.334919124643197,0.358710169814921,112
"-24",0.336187214611872,0.358710169814921,112
"-23",0.337074377021115,0.358710169814921,112
"-22",0.337010270064663,0.358710169814921,112
"-21",0.33656588705077,0.358710169814921,112
"-20",0.339923954372624,0.358710169814921,112
"-19",0.344611290629158,0.358710169814921,112
"-18",0.350817179779552,0.358710169814921,112
"-17",0.346380391411742,0.358710169814921,112
"-16",0.346314589665653,0.358710169814921,112
"-15",0.348148148148148,0.358710169814921,112
"-14",0.343904291682491,0.358710169814921,112
"-13",0.336054680083539,0.358710169814921,112
"-12",0.337129840546697,0.358710169814921,112
"-11",0.335547542228127,0.358710169814921,112
"-10",0.335863377609108,0.358710169814921,112
"-9",0.338455701005502,0.358710169814921,112
"-8",0.343512898330804,0.358710169814921,112
"-7",0.33775839180732,0.358710169814921,112
"-6",0.345657944634054,0.358710169814921,112
"-5",0.344454976303318,0.358710169814921,112
"-4",0.341357088703563,0.358710169814921,112
"-3",0.340534394542354,0.358710169814921,112
"-2",0.339522546419098,0.358710169814921,112
"-1",0.345330555029362,0.358710169814921,112
"0",0.343181818181818,0.358710169814921,112
"1",0.348172002273158,0.358710169814921,112
"2",0.352027283061766,0.358710169814921,112
"3",0.348114458972901,0.358710169814921,112
"4",0.343821076573161,0.358710169814921,112
"5",0.338199052132701,0.358710169814921,112
"6",0.334470989761092,0.358710169814921,112
"7",0.334155129907074,0.358710169814921,112
"8",0.338391502276176,0.358710169814921,112
"9",0.338645418326693,0.358710169814921,112
"10",0.345161290322581,0.358710169814921,112
"11",0.342379958246347,0.358710169814921,112
"12",0.346621108580106,0.358710169814921,112
"13",0.34326941332827,0.358710169814921,112
"14",0.342575009494873,0.358710169814921,112
"15",0.34377967711301,0.358710169814921,112
"16",0.339855623100304,0.358710169814921,112
"17",0.336880106403192,0.358710169814921,112
"18",0.33846446218168,0.358710169814921,112
"19",0.344421212697206,0.358710169814921,112
"20",0.34277566539924,0.358710169814921,112
"21",0.343981745579007,0.358710169814921,112
"22",0.344427538988208,0.358710169814921,112
"23",0.343541944074567,0.358710169814921,112
"24",0.34703196347032,0.358710169814921,112
"25",0.340247383444339,0.358710169814921,112
"26",0.338599162542825,0.358710169814921,112
"27",0.338473253379022,0.358710169814921,112
"28",0.338347296268088,0.358710169814921,112
"29",0.340697010093316,0.358710169814921,112
"30",0.339047619047619,0.358710169814921,112
"31",0.336445037149933,0.358710169814921,112
"32",0.332698170731707,0.358710169814921,112
"33",0.337716790546979,0.358710169814921,112
"34",0.33739992375143,0.358710169814921,112
"35",0.337082936129647,0.358710169814921,112
"36",0.337909992372235,0.358710169814921,112
"37",0.337020789624261,0.358710169814921,112
