"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",23.3879455061983,83.576156198022,658540,267,8.27485042670148,2.58864877318577,0.46393801383174,84.7231635298692,11.1333395139235,NA
