"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",23.7774334251607,74.5568859854501,1054453,250,4.68698272943411,1.98334769950136,0.383170464915269,75.8674613442498,5.80534559105328,NA
