"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",25.1368765782828,79.4189982846157,825907,220,6.73864248638163,2.39519704528057,0.447942561753416,80.1374447951192,8.47309308448441,NA
