"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",17.8703799357208,75.718269216873,878588,235,4.29355511343199,1.90045560036386,0.356054715111317,78.2655918053399,5.0487148942782,NA
