"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",31.0550246786042,88.012350704187,745705,296,10.2182444800558,2.80056204802625,0.494540277625073,88.4988109929214,15.4744210658125,NA
