"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",21.3173137626263,76.2104559269289,769808,265,5.88345535510152,2.16129315150189,0.417094448373875,76.7698773297867,6.83534941000917,NA
