"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",8.68051251147842,50.135703152247,398149,54,3.04729636392406,1.32261079721329,0.34950965072113,51.5704623328711,3.18670316398001,NA
