"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",15.6711898817723,74.7123574318984,769628,181,4.24112818140711,1.87986438067913,0.377730551396709,76.5352286182467,5.08726180061618,NA
