"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",1.6485271751607,51.0264739992558,96572,6,2.42833326430021,0.855772615664413,0.531721422151756,73.9903347164712,5.91139350531952,NA
