"","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH"
"1",23.5253708964646,78.7320631541037,1076440,199,4.79696035078589,1.98389955494011,0.393869013972746,80.2650515811778,5.67158208427785,NA
