"","profile","maxrec","maxlag"
"-150",0.26374269005848,0.28234398782344,127
"-149",0.265055544728123,0.28234398782344,127
"-148",0.267537022603274,0.28234398782344,127
"-147",0.265536723163842,0.28234398782344,127
"-146",0.26509544215037,0.28234398782344,127
"-145",0.262512171372931,0.28234398782344,127
"-144",0.258956386292835,0.28234398782344,127
"-143",0.257543313217831,0.28234398782344,127
"-142",0.261191124951343,0.28234398782344,127
"-141",0.262113251605371,0.28234398782344,127
"-140",0.263229571984436,0.28234398782344,127
"-139",0.267652207741685,0.28234398782344,127
"-138",0.267016725009724,0.28234398782344,127
"-137",0.265409294186273,0.28234398782344,127
"-136",0.266718506998445,0.28234398782344,127
"-135",0.261030126336249,0.28234398782344,127
"-134",0.257481539059464,0.28234398782344,127
"-133",0.257625801437731,0.28234398782344,127
"-132",0.255633255633256,0.28234398782344,127
"-131",0.252281996504176,0.28234398782344,127
"-130",0.255728155339806,0.28234398782344,127
"-129",0.259755387303436,0.28234398782344,127
"-128",0.261840062111801,0.28234398782344,127
"-127",0.256743644478944,0.28234398782344,127
"-126",0.258246022506791,0.28234398782344,127
"-125",0.258389912706111,0.28234398782344,127
"-124",0.261830876648565,0.28234398782344,127
"-123",0.258483614504557,0.28234398782344,127
"-122",0.2570763861962,0.28234398782344,127
"-121",0.262453963946501,0.28234398782344,127
"-120",0.263759689922481,0.28234398782344,127
"-119",0.262739779112575,0.28234398782344,127
"-118",0.268113134444014,0.28234398782344,127
"-117",0.26748014720124,0.28234398782344,127
"-116",0.267815646785438,0.28234398782344,127
"-115",0.267957405614714,0.28234398782344,127
"-114",0.265001935733643,0.28234398782344,127
"-113",0.264370040642539,0.28234398782344,127
"-112",0.263738390092879,0.28234398782344,127
"-111",0.259624685625846,0.28234398782344,127
"-110",0.26073500967118,0.28234398782344,127
"-109",0.259524269967124,0.28234398782344,127
"-108",0.261407579273009,0.28234398782344,127
"-107",0.264450028996714,0.28234398782344,127
"-106",0.270970235794356,0.28234398782344,127
"-105",0.266666666666667,0.28234398782344,127
"-104",0.261785162287481,0.28234398782344,127
"-103",0.259416650569828,0.28234398782344,127
