"","profile","maxrec","maxlag"
"-150",0.2,0.250965250965251,251
"-149",0.204248684466966,0.250965250965251,251
"-148",0.20128604832424,0.250965250965251,251
"-147",0.204363919735048,0.250965250965251,251
"-146",0.202571094663031,0.250965250965251,251
"-145",0.21110029211295,0.250965250965251,251
"-144",0.205802180685358,0.250965250965251,251
"-143",0.211602102394394,0.250965250965251,251
"-142",0.20883612300506,0.250965250965251,251
"-141",0.209573847051956,0.250965250965251,251
"-140",0.209533073929961,0.250965250965251,251
"-139",0.211437463528496,0.250965250965251,251
"-138",0.210812913263322,0.250965250965251,251
"-137",0.214271825782617,0.250965250965251,251
"-136",0.214424572317263,0.250965250965251,251
"-135",0.212244897959184,0.250965250965251,251
"-134",0.211232024873688,0.250965250965251,251
"-133",0.207305226345444,0.250965250965251,251
"-132",0.207264957264957,0.250965250965251,251
"-131",0.209943678384152,0.250965250965251,251
"-130",0.207184466019417,0.250965250965251,251
"-129",0.201902543195496,0.250965250965251,251
"-128",0.201086956521739,0.250965250965251,251
"-127",0.203570735493887,0.250965250965251,251
"-126",0.202949165696546,0.250965250965251,251
"-125",0.20717749757517,0.250965250965251,251
"-124",0.207525213343677,0.250965250965251,251
"-123",0.202055458599961,0.250965250965251,251
"-122",0.204536642109345,0.250965250965251,251
"-121",0.205466175615429,0.250965250965251,251
"-120",0.203682170542636,0.250965250965251,251
"-119",0.2034489440031,0.250965250965251,251
"-118",0.203022084463386,0.250965250965251,251
"-117",0.203757505326361,0.250965250965251,251
"-116",0.202362509682417,0.250965250965251,251
"-115",0.202129719264279,0.250965250965251,251
"-114",0.201122725512969,0.250965250965251,251
"-113",0.205728662666925,0.250965250965251,251
"-112",0.205108359133127,0.250965250965251,251
"-111",0.201779841361966,0.250965250965251,251
"-110",0.200967117988395,0.250965250965251,251
"-109",0.201508412299362,0.250965250965251,251
"-108",0.205723124516628,0.250965250965251,251
"-107",0.207229847283974,0.250965250965251,251
"-106",0.209702357943564,0.250965250965251,251
"-105",0.205797101449275,0.250965250965251,251
"-104",0.212326120556414,0.250965250965251,251
"-103",0.209580838323353,0.250965250965251,251
"-102",0.212823483970645,0.250965250965251,251
"-101",0.213361652828731,0.250965250965251,251
"-100",0.208880308880309,0.250965250965251,251
"-99",0.206330824165219,0.250965250965251,251
"-98",0.207834812813585,0.250965250965251,251
"-97",0.210302913370635,0.250965250965251,251
"-96",0.212191358024691,0.250965250965251,251
"-95",0.212729026036644,0.250965250965251,251
"-94",0.206903200925569,0.250965250965251,251
"-93",0.202236360131097,0.250965250965251,251
"-92",0.200655358519661,0.250965250965251,251
"-91",0.198689535555984,0.250965250965251,251
"-90",0.200770712909441,0.250965250965251,251
"-89",0.196879214024273,0.250965250965251,251
"-88",0.197611710323575,0.250965250965251,251
"-87",0.194492586173695,0.250965250965251,251
"-86",0.194262610704659,0.250965250965251,251
"-85",0.196727622714148,0.250965250965251,251
"-84",0.198614318706697,0.250965250965251,251
"-83",0.200692707331153,0.250965250965251,251
"-82",0.199499807618315,0.250965250965251,251
"-81",0.195999230621273,0.250965250965251,251
"-80",0.191730769230769,0.250965250965251,251
"-79",0.192078446452605,0.250965250965251,251
"-78",0.197231833910035,0.250965250965251,251
"-77",0.199692485104747,0.250965250965251,251
"-76",0.198501152959262,0.250965250965251,251
"-75",0.194428434197887,0.250965250965251,251
"-74",0.196119861698041,0.250965250965251,251
"-73",0.199923180334166,0.250965250965251,251
"-72",0.199500768049155,0.250965250965251,251
"-71",0.198694567095412,0.250965250965251,251
"-70",0.201535508637236,0.250965250965251,251
"-69",0.199961619650739,0.250965250965251,251
"-68",0.200498848810437,0.250965250965251,251
"-67",0.202954153078841,0.250965250965251,251
"-66",0.206751054852321,0.250965250965251,251
"-65",0.206519654841802,0.250965250965251,251
"-64",0.200728527607362,0.250965250965251,251
"-63",0.202223500095841,0.250965250965251,251
"-62",0.202568033729398,0.250965250965251,251
"-61",0.19927189116689,0.250965250965251,251
"-60",0.197318007662835,0.250965250965251,251
"-59",0.196897146140586,0.250965250965251,251
"-58",0.197625430869399,0.250965250965251,251
"-57",0.197013210798392,0.250965250965251,251
"-56",0.196401225114855,0.250965250965251,251
"-55",0.200574162679426,0.250965250965251,251
"-54",0.19804822043628,0.250965250965251,251
"-53",0.196479816338244,0.250965250965251,251
"-52",0.199311400153022,0.250965250965251,251
"-51",0.201950659781985,0.250965250965251,251
"-50",0.199043977055449,0.250965250965251,251
"-49",0.19460906136494,0.250965250965251,251
"-48",0.192469418960245,0.250965250965251,251
"-47",0.191477164150583,0.250965250965251,251
"-46",0.19258693160107,0.250965250965251,251
"-45",0.192359121298949,0.250965250965251,251
"-44",0.191367456073338,0.250965250965251,251
"-43",0.192476608745465,0.250965250965251,251
"-42",0.195876288659794,0.250965250965251,251
"-41",0.192975758732583,0.250965250965251,251
"-40",0.19618320610687,0.250965250965251,251
"-39",0.192711314634612,0.250965250965251,251
"-38",0.194200686760778,0.250965250965251,251
"-37",0.195308029753958,0.250965250965251,251
"-36",0.202326468344775,0.250965250965251,251
"-35",0.198474737845567,0.250965250965251,251
"-34",0.195958825772017,0.250965250965251,251
"-33",0.198208500095293,0.250965250965251,251
"-32",0.197789634146341,0.250965250965251,251
"-31",0.196608877881501,0.250965250965251,251
"-30",0.196,0.250965250965251,251
"-29",0.196724433441249,0.250965250965251,251
"-28",0.196115765422696,0.250965250965251,251
"-27",0.197030268418047,0.250965250965251,251
"-26",0.194328130947849,0.250965250965251,251
"-25",0.195052331113226,0.250965250965251,251
"-24",0.194444444444444,0.250965250965251,251
"-23",0.193266121361994,0.250965250965251,251
"-22",0.195321414986687,0.250965250965251,251
"-21",0.197566077200989,0.250965250965251,251
"-20",0.197718631178707,0.250965250965251,251
"-19",0.196160425774568,0.250965250965251,251
"-18",0.195933105283162,0.250965250965251,251
"-17",0.197035911077332,0.250965250965251,251
"-16",0.200797872340426,0.250965250965251,251
"-15",0.198480531813865,0.250965250965251,251
"-14",0.194265096847702,0.250965250965251,251
"-13",0.196126827415986,0.250965250965251,251
"-12",0.199126803340926,0.250965250965251,251
"-11",0.201746061871323,0.250965250965251,251
"-10",0.200189753320683,0.250965250965251,251
"-9",0.196167710111933,0.250965250965251,251
"-8",0.199544764795144,0.250965250965251,251
"-7",0.200644794234781,0.250965250965251,251
"-6",0.201554797117937,0.250965250965251,251
"-5",0.200379146919431,0.250965250965251,251
"-4",0.19882486732373,0.250965250965251,251
"-3",0.20125071063104,0.250965250965251,251
"-2",0.200454717696097,0.250965250965251,251
"-1",0.20060617541201,0.250965250965251,251
"0",0.201893939393939,0.250965250965251,251
"1",0.203637052472059,0.250965250965251,251
"2",0.208412277377795,0.250965250965251,251
"3",0.207314762175478,0.250965250965251,251
"4",0.207543593631539,0.250965250965251,251
"5",0.205497630331754,0.250965250965251,251
"6",0.208570345089116,0.250965250965251,251
"7",0.205765219040394,0.250965250965251,251
"8",0.205424886191199,0.250965250965251,251
"9",0.210965661164864,0.250965250965251,251
"10",0.210626185958254,0.250965250965251,251
"11",0.207249952552667,0.250965250965251,251
"12",0.204062262718299,0.250965250965251,251
"13",0.203721283463072,0.250965250965251,251
"14",0.200151917964299,0.250965250965251,251
"15",0.201709401709402,0.250965250965251,251
"16",0.204977203647416,0.250965250965251,251
"17",0.20406612198366,0.250965250965251,251
"18",0.199923983276321,0.250965250965251,251
"19",0.19996198441361,0.250965250965251,251
"20",0.198669201520913,0.250965250965251,251
"21",0.199277429169044,0.250965250965251,251
"22",0.199885888170407,0.250965250965251,251
"23",0.203918584744151,0.250965250965251,251
"24",0.200913242009132,0.250965250965251,251
"25",0.203615604186489,0.250965250965251,251
"26",0.204796345641416,0.250965250965251,251
"27",0.203502760327432,0.250965250965251,251
"28",0.202018278750952,0.250965250965251,251
"29",0.206246429251571,0.250965250965251,251
"30",0.208571428571429,0.250965250965251,251
"31",0.210516288816918,0.250965250965251,251
"32",0.213414634146341,0.250965250965251,251
"33",0.20926243567753,0.250965250965251,251
"34",0.207967975600457,0.250965250965251,251
"35",0.209723546234509,0.250965250965251,251
"36",0.210907704042715,0.250965250965251,251
"37",0.214762540530231,0.250965250965251,251
"38",0.212705074399084,0.250965250965251,251
"39",0.212745659225339,0.250965250965251,251
"40",0.213549618320611,0.250965250965251,251
"41",0.211872494750907,0.250965250965251,251
"42",0.209240168003055,0.250965250965251,251
"43",0.207179683024632,0.250965250965251,251
"44",0.208365164247517,0.250965250965251,251
"45",0.208787010506208,0.250965250965251,251
"46",0.210737485670615,0.250965250965251,251
"47",0.21402637110644,0.250965250965251,251
"48",0.211582568807339,0.250965250965251,251
"49",0.212578856815141,0.250965250965251,251
"50",0.212810707456979,0.250965250965251,251
"51",0.210556511761331,0.250965250965251,251
"52",0.212892119357307,0.250965250965251,251
"53",0.218289649894777,0.250965250965251,251
"54",0.221010332950631,0.250965250965251,251
"55",0.218755980861244,0.250965250965251,251
"56",0.221860643185299,0.250965250965251,251
"57",0.224200650966877,0.250965250965251,251
"58",0.224243584833397,0.250965250965251,251
"59",0.226201877035051,0.250965250965251,251
"60",0.228927203065134,0.250965250965251,251
"61",0.227438206552979,0.250965250965251,251
"62",0.229589881180529,0.250965250965251,251
"63",0.224266820011501,0.250965250965251,251
"64",0.225076687116564,0.250965250965251,251
"65",0.227612655800575,0.250965250965251,251
"66",0.23168392788646,0.250965250965251,251
"67",0.233838480721274,0.250965250965251,251
"68",0.233499616270146,0.250965250965251,251
"69",0.238533870658223,0.250965250965251,251
"70",0.246641074856046,0.250965250965251,251
"71",0.246496448454598,0.250965250965251,251
"72",0.240015360983103,0.250965250965251,251
"73",0.238140964086806,0.250965250965251,251
"74",0.240299654245102,0.250965250965251,251
"75",0.243611911623439,0.250965250965251,251
"76",0.242121445042275,0.250965250965251,251
"77",0.240630405535268,0.250965250965251,251
"78",0.237793156478278,0.250965250965251,251
"79",0.237069794270333,0.250965250965251,251
"80",0.239423076923077,0.250965250965251,251
"81",0.238507405270244,0.250965250965251,251
"82",0.241823778376299,0.250965250965251,251
"83",0.237444679622859,0.250965250965251,251
"84",0.237682832948422,0.250965250965251,251
"85",0.23618864292589,0.250965250965251,251
"86",0.235271467077397,0.250965250965251,251
"87",0.235316772578471,0.250965250965251,251
"88",0.23208782742681,0.250965250965251,251
"89",0.231554613754575,0.250965250965251,251
"90",0.233140655105973,0.250965250965251,251
"91",0.232992869531702,0.250965250965251,251
"92",0.233230531996916,0.250965250965251,251
"93",0.231925968768074,0.250965250965251,251
"94",0.235055919784034,0.250965250965251,251
"95",0.232786885245902,0.250965250965251,251
"96",0.237654320987654,0.250965250965251,251
"97",0.240980127339379,0.250965250965251,251
"98",0.244500192975685,0.250965250965251,251
"99",0.247056552789037,0.250965250965251,251
"100",0.250965250965251,0.250965250965251,251
"101",0.250048271867156,0.250965250965251,251
"102",0.247006566241792,0.250965250965251,251
"103",0.241452578713541,0.250965250965251,251
"104",0.243044822256569,0.250965250965251,251
"105",0.242705314009662,0.250965250965251,251
"106",0.240046385775029,0.250965250965251,251
"107",0.240479412333269,0.250965250965251,251
"108",0.238205723124517,0.250965250965251,251
"109",0.23863856120673,0.250965250965251,251
"110",0.239071566731141,0.250965250965251,251
"111",0.239311278777326,0.250965250965251,251
"112",0.239164086687306,0.250965250965251,251
"113",0.236500870911554,0.250965250965251,251
"114",0.233449477351916,0.250965250965251,251
"115",0.233688286544046,0.250965250965251,251
"116",0.234508133230054,0.250965250965251,251
"117",0.233972496610498,0.250965250965251,251
"118",0.230724525377761,0.250965250965251,251
"119",0.229219143576826,0.250965250965251,251
"120",0.225,0.250965250965251,251
"121",0.226400465206435,0.250965250965251,251
"122",0.227025979061652,0.250965250965251,251
"123",0.224161334108978,0.250965250965251,251
"124",0.223622963537626,0.250965250965251,251
"125",0.220950533462658,0.250965250965251,251
"126",0.221575475358945,0.250965250965251,251
"127",0.22220065980982,0.250965250965251,251
"128",0.225931677018634,0.250965250965251,251
"129",0.229664142884877,0.250965250965251,251
"130",0.23126213592233,0.250965250965251,251
"131",0.234414449407652,0.250965250965251,251
"132",0.230769230769231,0.250965250965251,251
"133",0.229454050903439,0.250965250965251,251
"134",0.229692965410027,0.250965250965251,251
"135",0.233624878522838,0.250965250965251,251
"136",0.234642301710731,0.250965250965251,251
"137",0.233521291075248,0.250965250965251,251
"138",0.22831583041618,0.250965250965251,251
"139",0.229527329313363,0.250965250965251,251
"140",0.231906614785992,0.250965250965251,251
"141",0.236232730103133,0.250965250965251,251
"142",0.23316465550798,0.250965250965251,251
"143",0.2328207124781,0.250965250965251,251
"144",0.227609034267913,0.250965250965251,251
"145",0.229600778967868,0.250965250965251,251
"146",0.228671601090767,0.250965250965251,251
"147",0.228326514708747,0.250965250965251,251
"148",0.22116134060795,0.250965250965251,251
"149",0.219255505749367,0.250965250965251,251
"150",0.219883040935673,0.250965250965251,251
