"","profile","maxrec","maxlag"
"-150",0.153801169590643,0.193267556587348,262
"-149",0.159423114402651,0.193267556587348,262
"-148",0.159976617303196,0.193267556587348,262
"-147",0.158971361776739,0.193267556587348,262
"-146",0.157576938059992,0.193267556587348,262
"-145",0.158909444985394,0.193267556587348,262
"-144",0.162188473520249,0.193267556587348,262
"-143",0.167802219194082,0.193267556587348,262
"-142",0.171856753600623,0.193267556587348,262
"-141",0.164234286826231,0.193267556587348,262
"-140",0.16011673151751,0.193267556587348,262
"-139",0.161641703948648,0.193267556587348,262
"-138",0.165110851808635,0.193267556587348,262
"-137",0.162939918335602,0.193267556587348,262
"-136",0.160186625194401,0.193267556587348,262
"-135",0.159572400388727,0.193267556587348,262
"-134",0.165954139137194,0.193267556587348,262
"-133",0.163396153098893,0.193267556587348,262
"-132",0.165889665889666,0.193267556587348,262
"-131",0.16818799766945,0.193267556587348,262
"-130",0.163495145631068,0.193267556587348,262
"-129",0.160939623374102,0.193267556587348,262
"-128",0.160908385093168,0.193267556587348,262
"-127",0.163011837764409,0.193267556587348,262
"-126",0.1662786185487,0.193267556587348,262
"-125",0.162172647914646,0.193267556587348,262
"-124",0.159619860356866,0.193267556587348,262
"-123",0.159782819468683,0.193267556587348,262
"-122",0.161496704148895,0.193267556587348,262
"-121",0.167280480713317,0.193267556587348,262
"-120",0.162984496124031,0.193267556587348,262
"-119",0.165665568688239,0.193267556587348,262
"-118",0.16505230530802,0.193267556587348,262
"-117",0.15746658919233,0.193267556587348,262
"-116",0.159566227730442,0.193267556587348,262
"-115",0.167473378509197,0.193267556587348,262
"-114",0.166085946573751,0.193267556587348,262
"-113",0.164505515773176,0.193267556587348,262
"-112",0.161377708978328,0.193267556587348,262
"-111",0.159992261559296,0.193267556587348,262
"-110",0.16247582205029,0.193267556587348,262
"-109",0.163024560046413,0.193267556587348,262
"-108",0.165313225058005,0.193267556587348,262
"-107",0.160061859655906,0.193267556587348,262
"-106",0.165635871666022,0.193267556587348,262
"-105",0.162125603864734,0.193267556587348,262
"-104",0.170401854714065,0.193267556587348,262
"-103",0.167471508595712,0.193267556587348,262
"-102",0.166666666666667,0.193267556587348,262
"-101",0.167599922765013,0.193267556587348,262
"-100",0.168918918918919,0.193267556587348,262
"-99",0.167921250723798,0.193267556587348,262
"-98",0.16248552682362,0.193267556587348,262
"-97",0.165541192359637,0.193267556587348,262
"-96",0.172453703703704,0.193267556587348,262
"-95",0.167984570877531,0.193267556587348,262
"-94",0.164288468954879,0.193267556587348,262
"-93",0.163678426836322,0.193267556587348,262
"-92",0.169429452582884,0.193267556587348,262
"-91",0.170938523800347,0.193267556587348,262
"-90",0.175529865125241,0.193267556587348,262
"-89",0.177229820843768,0.193267556587348,262
"-88",0.173921417565485,0.193267556587348,262
"-87",0.174080492971308,0.193267556587348,262
"-86",0.170581440123219,0.193267556587348,262
"-85",0.166313763233879,0.193267556587348,262
"-84",0.170130869899923,0.193267556587348,262
"-83",0.173176832788147,0.193267556587348,262
"-82",0.176221623701424,0.193267556587348,262
"-81",0.171956145412579,0.193267556587348,262
"-80",0.171153846153846,0.193267556587348,262
"-79",0.170351855412421,0.193267556587348,262
"-78",0.171280276816609,0.193267556587348,262
"-77",0.170862963674803,0.193267556587348,262
"-76",0.170061491160646,0.193267556587348,262
"-75",0.168299711815562,0.193267556587348,262
"-74",0.171148674606224,0.193267556587348,262
"-73",0.173420395621279,0.193267556587348,262
"-72",0.167434715821813,0.193267556587348,262
"-71",0.170090228450758,0.193267556587348,262
"-70",0.17063339731286,0.193267556587348,262
"-69",0.167722126271349,0.193267556587348,262
"-68",0.166922486569455,0.193267556587348,262
"-67",0.163053903702283,0.193267556587348,262
"-66",0.15861143076333,0.193267556587348,262
"-65",0.161649089165868,0.193267556587348,262
"-64",0.161426380368098,0.193267556587348,262
"-63",0.161970481119417,0.193267556587348,262
"-62",0.1609812188578,0.193267556587348,262
"-61",0.163249664686722,0.193267556587348,262
"-60",0.165134099616858,0.193267556587348,262
"-59",0.171231564834323,0.193267556587348,262
"-58",0.175603217158177,0.193267556587348,262
"-57",0.167911162167337,0.193267556587348,262
"-56",0.168070444104135,0.193267556587348,262
"-55",0.164210526315789,0.193267556587348,262
"-54",0.166666666666667,0.193267556587348,262
"-53",0.178878898029462,0.193267556587348,262
"-52",0.17176740627391,0.193267556587348,262
"-51",0.175559380378657,0.193267556587348,262
"-50",0.178776290630975,0.193267556587348,262
"-49",0.175874593767922,0.193267556587348,262
"-48",0.174311926605505,0.193267556587348,262
"-47",0.175807376266004,0.193267556587348,262
"-46",0.172907909820405,0.193267556587348,262
"-45",0.165807067812798,0.193267556587348,262
"-44",0.176279602750191,0.193267556587348,262
"-43",0.168607981668894,0.193267556587348,262
"-42",0.168384879725086,0.193267556587348,262
"-41",0.174842527199847,0.193267556587348,262
"-40",0.177290076335878,0.193267556587348,262
"-39",0.177065445525663,0.193267556587348,262
"-38",0.173025562762304,0.193267556587348,262
"-37",0.171275987030326,0.193267556587348,262
"-36",0.171434019832189,0.193267556587348,262
"-35",0.174261201143947,0.193267556587348,262
"-34",0.167937476172322,0.193267556587348,262
"-33",0.165427863541071,0.193267556587348,262
"-32",0.166158536585366,0.193267556587348,262
"-31",0.172794818060583,0.193267556587348,262
"-30",0.175809523809524,0.193267556587348,262
"-29",0.178061321653018,0.193267556587348,262
